# statement-keyed CPS candidates excluded from the witness registry
# name<TAB>kind<TAB>non-empty reviewed reason

EvmAsm.Codegen.AccountDecodeSpec.adField2Call	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField2ContEpi	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField2Copy	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField2Setup	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField2Stage	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField2Success	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField3Call	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField3ContEpi	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField3FoldSuccess	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField3Setup	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField3Stage	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adField3Success	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adK20Dispatch	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adLaLen184	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adLaLen308	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adLaLen412	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adLaLen76	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adLaOff176	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adLaOff300	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adLaOff404	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adLaOff68	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adNonceLenCheck	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adNonceLoop	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adNonceSetup	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adNonceStore	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adNonceStrip	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adPrologue	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adRootCopySetup	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adRootFoldFailJal	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adRootFoldJal	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adRootFoldStore	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adRootLenCheck	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adRootZeroDispatch	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adShuffle	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adSuccessEpi	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.adSuccessTail	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.cpsTripleWithin_of_forall_regIs_to_regOwn2	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.cpsTripleWithin_of_forall_regIs_to_regOwn3	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.cpsTripleWithin_of_forall_regIs_to_regOwn4	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountDecodeSpec.cpsTripleWithin_of_forall_regIs_to_regOwn5	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieBalAllZero	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieBalNonEmpty	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieBranchFailed	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieBranchSelected	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieCHAllMatch	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieCHMismatch	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieCall0	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieCall1	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieCall3	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieChunkA	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieChunkB	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieChunkC	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieDispatch0	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieDispatch1	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieDispatch3	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieEpi	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieFailCont	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieFailToRet	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField0ContentCont	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField0OK	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField0PtrSetup	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField0SizeHead	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField1Cont	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField1ContentCont	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField1OK	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField1PtrSetup	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField1SizeHead	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField3Cont	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField3ContentCont	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField3OK	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField3PtrSetup	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField3SizeFailCont	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieField3SizeHead	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieHead	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieNonceLoop	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieResultBranch	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieRetEmpty	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieRetFail	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieRetNotEmpty	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieRetSizeFail	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieSizeFail1Cont	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieVerdictEmpty	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieVerdictFail	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieVerdictNotEmpty	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.aieVerdictSizeFail	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.cpsTripleWithin_of_forall_regIs_to_regOwn2	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.cpsTripleWithin_of_forall_regIs_to_regOwn3	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.cpsTripleWithin_of_forall_regIs_to_regOwn4	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.AccountIsEip161EmptySpec.cpsTripleWithin_of_forall_regIs_to_regOwn7	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_balCapture_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_balEmptyFall_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_balEmptyTaken_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_balStationCont208_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_balStationCont264_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_balStationCont280_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_balStationCont308_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_balStationCont324_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_balStation_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_body_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite107_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite115_walk_init	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite121_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite126_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite130_content_to_u64	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite137_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite143_walk_init	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite153_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite161_walk_init	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite167_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite173_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite22_walk_init	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite28_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite33_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite38_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite43_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite50_walk_init	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite60_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite68_walk_init	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite74_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite79_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite84_content_to_u256_be	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite90_walk_next	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_callSite97_walk_init	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_chainAVerdict_concrete1920	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_chainAVerdict_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_chainA_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_chainItems_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_chainMidVerdict_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeEmptyFall145_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeEmptyTaken145_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeFieldInit143_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeFieldInitFailure144_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeFieldInitSuccess144_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeItem5_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeItemArgs135_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeItemFailure138_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeItemSuccess138_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeLoopEntry146_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeLoopExitMove159_own_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeMaterialize175_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeSpanCapture139_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeStationCont556_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeStationCont580_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeStationCont592_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeStationCont636_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeStationCont652_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeStationCont660_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeStationCont680_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeStationCont700_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeStation_from_noncePost	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeStation_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeTupleInit161_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeTupleItem0_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeTupleItem1_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeTupleSpill163_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
EvmAsm.Codegen.BalAccountNonstorageFinalsSpec.bansf_codeValueArgs170_spec	needs-review	Initial Part 2 baseline; classify against the landed shape classifier before registry promotion.
